,ww,cps,apcorr,sensitivity,wwperpix,flam
0,7023.663930461566,-2.9119876140161836,0.9880214206902618,1.0,24.472821544403814,-0.12043122937244984
1,7048.13675200597,-1.4455508898262042,0.9880214206902618,1.0,24.472821544402905,-0.059783726395083316
2,7072.609573550373,-4.367813993223044,0.9880214206902618,1.0,24.472821544405633,-0.1806399197380233
3,7097.082395094779,-0.14684420285712851,0.9880214206902618,1.0,24.472821544405633,-0.006073043645920467
4,7121.555216639184,2.2682751016989946,0.9880214206902618,1.0,24.472821544401995,0.09380917615779072
5,7146.028038183586,-0.12204266876718672,0.9880214206902618,1.0,24.472821544405633,-0.0050473252581094965
6,7170.500859727992,-1.962866837720727,0.9880214206902618,1.0,24.472821544405633,-0.08117839005334067
7,7194.973681272398,-1.1992500871521439,0.9880214206902618,1.0,24.472821544403814,-0.049597450767161
8,7219.4465028168015,-2.666959229859981,0.9880214206902618,1.0,24.472821544402905,-0.11029757722605012
9,7243.919324361204,-2.9278588663283007,0.9880214206902618,1.0,24.472821544404724,-0.12108761761339408
10,7268.392145905609,0.3662487481704786,0.9880214206902618,1.0,24.472821544405633,0.015146969302336845
11,7292.864967450015,-1.8978577582067335,0.9880214206902618,1.0,24.472821544403814,-0.0784898060330858
12,7317.337788994419,-0.9570521611562623,0.9880214206902618,1.0,24.472821544404724,-0.039580858032098695
13,7341.810610538823,-2.13404424261568,0.9880214206902618,1.0,24.472821544403814,-0.08825778325304943
14,7366.283432083227,0.3964730964820682,0.9880214206902618,1.0,24.472821544404724,0.016396959311438284
15,7390.756253627632,-2.09114729871886,0.9880214206902618,1.0,24.472821544405633,-0.08648369202238358
16,7415.2290751720375,-3.191947224655594,0.9880214206902618,1.0,24.472821544402905,-0.13200953414327618
17,7439.70189671644,-4.029720592360888,0.9880214206902618,1.0,24.472821544405633,-0.1666573726583046
18,7464.174718260846,-0.7153604817097886,0.9880214206902618,7755717606837.147,24.472821544403814,-3.8146311744130575e-15
19,7488.64753980525,0.6415618740940644,0.9880214206902618,9485400175774.758,24.472821544404724,2.797257749970969e-15
20,7513.120361349655,0.1654654373413913,0.9880214206902618,13488876445527.393,24.472821544404724,5.073189806466386e-16
21,7537.593182894059,2.902683936495508,0.9880214206902618,18687646775709.91,24.472821544404724,6.423840204089822e-15
22,7562.066004438464,-0.025526327357737966,0.9880214206902618,29688355234280.23,24.472821544403814,-3.555918453171178e-17
23,7586.538825982868,3.2322351715958173,0.9880214206902618,46840304305143.375,24.472821544403814,2.8538611550160004e-15
24,7611.011647527272,5.301767342893431,0.9880214206902618,67537289832229.96,24.472821544404724,3.2465839170908136e-15
25,7635.484469071676,5.30823489587309,0.9880214206902618,91697888213542.11,24.472821544405633,2.3940895716226966e-15
26,7659.957290616082,9.659133821947444,0.9880214206902618,124415366828402.62,24.472821544403814,3.210803701227993e-15
27,7684.430112160486,13.643413751843529,0.9880214206902618,178994385984465.53,24.472821544404724,3.152341331377723e-15
28,7708.9029337048905,18.347441378886238,0.9880214206902618,252724751005641.97,24.472821544403814,3.0024606738930835e-15
29,7733.375755249294,30.156995480115178,0.9880214206902618,327251402024201.4,24.472821544404724,3.811150958221688e-15
30,7757.848576793699,38.64026509114306,0.9880214206902618,393773219976366.25,24.472821544405633,4.0582940987811625e-15
31,7782.321398338105,42.31061717645936,0.9880214206902618,462869577864937.8,24.472821544403814,3.78042232289349e-15
32,7806.7942198825085,50.84765327933138,0.9880214206902618,559846339001298.1,24.472821544402905,3.756225597005917e-15
33,7831.267041426911,63.32318871102098,0.9880214206902618,695490819901155.8,24.472821544405633,3.765485421419007e-15
34,7855.739862971317,79.52366581451375,0.9880214206902618,858259357344988.6,24.472821544404724,3.83201712091851e-15
35,7880.212684515722,91.40052450852845,0.9880214206902618,1026495315555642.5,24.472821544403814,3.6824877640727406e-15
36,7904.685506060126,108.64126989427875,0.9880214206902618,1179710266745957.0,24.472821544404724,3.808632514428825e-15
37,7929.15832760453,126.17602135770969,0.9880214206902618,1316806047219577.0,24.472821544405633,3.962822433830318e-15
38,7953.631149148936,133.1197748207636,0.9880214206902618,1448259496850884.2,24.472821544402905,3.801419389770082e-15
39,7978.103970693339,146.45132123255846,0.9880214206902618,1578406524482544.0,24.472821544405633,3.837284707938545e-15
40,8002.5767922377445,154.89814975407197,0.9880214206902618,1694919145739827.8,24.472821544403814,3.779608708640936e-15
41,8027.049613782148,161.79286205144055,0.9880214206902618,1799325903785901.5,24.472821544404724,3.718768311665767e-15
42,8051.522435326553,170.65840360760353,0.9880214206902618,1883975059834414.5,24.472821544405633,3.746296320923286e-15
43,8075.995256870959,174.68812673444867,0.9880214206902618,1951249116263841.0,24.472821544403814,3.7025443100160545e-15
44,8100.4680784153625,172.3889097124974,0.9880214206902618,2018720451783406.0,24.472821544402905,3.531691306599628e-15
45,8124.940899959765,182.89209098626011,0.9880214206902618,2093227648499006.2,24.472821544404724,3.61349999934077e-15
46,8149.41372150417,188.2451806130515,0.9880214206902618,2171077112159977.0,24.472821544405633,3.585900325839574e-15
47,8173.886543048576,189.69063488062355,0.9880214206902618,2248914653674919.8,24.472821544403814,3.4883697527079062e-15
48,8198.35936459298,198.6930051335119,0.9880214206902618,2334618680041787.0,24.472821544404724,3.5197856670885912e-15
49,8222.832186137384,205.22067971436024,0.9880214206902618,2439930998171791.0,24.472821544404724,3.478509337131596e-15
50,8247.305007681789,212.275714314682,0.9880214206902618,2566919094626821.0,24.472821544404724,3.42009151177121e-15
