,xg,yg,halfdyup,halfdylow
0,376.32706,544.109078218751,20,20
1,377.32706,544.1223102988795,20,20
2,378.32706,544.135542379008,20,20
3,379.32706,544.1487744591365,20,20
4,380.32706,544.1620065392649,20,20
5,381.32706,544.1752386193933,20,20
6,382.32706,544.1884706995219,20,20
7,383.32706,544.2017027796503,20,20
8,384.32706,544.2149348597787,20,20
9,385.32706,544.2281669399072,20,20
10,386.32706,544.2413990200357,20,20
11,387.32706,544.2546311001641,20,20
12,388.32706,544.2678631802926,20,20
13,389.32706,544.281095260421,20,20
14,390.32706,544.2943273405496,20,20
15,391.32706,544.307559420678,20,20
16,392.32706,544.3207915008064,20,20
17,393.32706,544.3340235809349,20,20
18,394.32706,544.3472556610634,20,20
19,395.32706,544.3604877411918,20,20
20,396.32706,544.3737198213203,20,20
21,397.32706,544.3869519014487,20,20
22,398.32706,544.4001839815771,20,20
23,399.32706,544.4134160617057,20,20
24,400.32706,544.4266481418341,20,20
25,401.32706,544.4398802219625,20,20
26,402.32706,544.453112302091,20,20
27,403.32706,544.4663443822195,20,20
28,404.32706,544.479576462348,20,20
29,405.32706,544.4928085424764,20,20
30,406.32706,544.5060406226048,20,20
31,407.32706,544.5192727027334,20,20
32,408.32706,544.5325047828618,20,20
33,409.32706,544.5457368629902,20,20
34,410.32706,544.5589689431187,20,20
35,411.32706,544.5722010232472,20,20
36,412.32706,544.5854331033756,20,20
37,413.32706,544.5986651835041,20,20
38,414.32706,544.6118972636325,20,20
39,415.32706,544.625129343761,20,20
40,416.32706,544.6383614238895,20,20
41,417.32706,544.6515935040179,20,20
42,418.32706,544.6648255841463,20,20
43,419.32706,544.6780576642749,20,20
44,420.32706,544.6912897444033,20,20
45,421.32706,544.7045218245318,20,20
46,422.32706,544.7177539046602,20,20
47,423.32706,544.7309859847887,20,20
48,424.32706,544.7442180649172,20,20
49,425.32706,544.7574501450456,20,20
50,426.32706,544.770682225174,20,20
51,427.32706,544.7839143053025,20,20
52,428.32706,544.797146385431,20,20
53,429.32706,544.8103784655594,20,20
54,430.32706,544.8236105456879,20,20
55,431.32706,544.8368426258163,20,20
56,432.32706,544.8500747059448,20,20
57,433.32706,544.8633067860733,20,20
58,434.32706,544.8765388662017,20,20
59,435.32706,544.8897709463301,20,20
60,436.32706,544.9030030264587,20,20
61,437.32706,544.9162351065871,20,20
62,438.32706,544.9294671867156,20,20
63,439.32706,544.942699266844,20,20
64,440.32706,544.9559313469725,20,20
65,441.32706,544.969163427101,20,20
66,442.32706,544.9823955072294,20,20
67,443.32706,544.9956275873578,20,20
68,444.32706,545.0088596674864,20,20
69,445.32706,545.0220917476148,20,20
70,446.32706,545.0353238277432,20,20
71,447.32706,545.0485559078717,20,20
72,448.32706,545.0617879880002,20,20
73,449.32706,545.0750200681287,20,20
74,450.32706,545.0882521482571,20,20
75,451.32706,545.1014842283855,20,20
76,452.32706,545.114716308514,20,20
77,453.32706,545.1279483886425,20,20
78,454.32706,545.1411804687709,20,20
79,455.32706,545.1544125488994,20,20
80,456.32706,545.1676446290278,20,20
81,457.32706,545.1808767091563,20,20
82,458.32706,545.1941087892848,20,20
83,459.32706,545.2073408694132,20,20
84,460.32706,545.2205729495416,20,20
85,461.32706,545.2338050296702,20,20
86,462.32706,545.2470371097986,20,20
87,463.32706,545.260269189927,20,20
88,464.32706,545.2735012700555,20,20
89,465.32706,545.286733350184,20,20
90,466.32706,545.2999654303125,20,20
91,467.32706,545.3131975104409,20,20
92,468.32706,545.3264295905693,20,20
93,469.32706,545.3396616706979,20,20
94,470.32706,545.3528937508263,20,20
95,471.32706,545.3661258309547,20,20
96,472.32706,545.3793579110832,20,20
97,473.32706,545.3925899912117,20,20
98,474.32706,545.4058220713401,20,20
99,475.32706,545.4190541514686,20,20
100,476.32706,545.432286231597,20,20
101,477.32706,545.4455183117256,20,20
102,478.32706,545.458750391854,20,20
103,479.32706,545.4719824719824,20,20
104,480.32706,545.4852145521108,20,20
105,481.32706,545.4984466322393,20,20
106,482.32706,545.5116787123678,20,20
107,483.32706,545.5249107924963,20,20
108,484.32706,545.5381428726247,20,20
109,485.32706,545.5513749527531,20,20
110,486.32706,545.5646070328817,20,20
111,487.32706,545.5778391130101,20,20
112,488.32706,545.5910711931385,20,20
113,489.32706,545.604303273267,20,20
114,490.32706,545.6175353533955,20,20
115,491.32706,545.6307674335239,20,20
116,492.32706,545.6439995136524,20,20
117,493.32706,545.6572315937808,20,20
118,494.32706,545.6704636739094,20,20
119,495.32706,545.6836957540378,20,20
120,496.32706,545.6969278341662,20,20
121,497.32706,545.7101599142946,20,20
122,498.32706,545.7233919944232,20,20
123,499.32706,545.7366240745516,20,20
124,500.32706,545.7498561546801,20,20
125,501.32706,545.7630882348085,20,20
126,502.32706,545.776320314937,20,20
127,503.32706,545.7895523950655,20,20
128,504.32706,545.8027844751939,20,20
129,505.32706,545.8160165553223,20,20
130,506.32706,545.8292486354509,20,20
131,507.32706,545.8424807155793,20,20
132,508.32706,545.8557127957077,20,20
133,509.32706,545.8689448758362,20,20
134,510.32706,545.8821769559646,20,20
135,511.32706,545.8954090360932,20,20
136,512.3270600000001,545.9086411162216,20,20
137,513.3270600000001,545.92187319635,20,20
138,514.3270600000001,545.9351052764785,20,20
139,515.3270600000001,545.948337356607,20,20
140,516.3270600000001,545.9615694367354,20,20
141,517.3270600000001,545.9748015168639,20,20
142,518.3270600000001,545.9880335969923,20,20
143,519.3270600000001,546.0012656771208,20,20
144,520.3270600000001,546.0144977572493,20,20
