,ww,cps,apcorr,sensitivity,wwperpix,flam
0,9920.213995891114,-1.5220823565378645,0.9878901128624396,1.0,46.752944227002445,-0.03295494168740341
1,9966.966940118116,0.9209310800433421,0.9878901128624396,31407821198916.82,46.752944227004264,6.34850865267706e-16
2,10013.71988434512,-0.07794893101666878,0.9878901128624396,42114938256298.71,46.752944227004264,-4.007341842517547e-17
3,10060.472828572125,2.305994256862877,0.9878901128624396,49631062064198.766,46.752944227004264,1.0059746762476886e-15
4,10107.22577279913,1.5267438336912715,0.9878901128624396,53198229759201.8,46.752944227002445,6.213715852894677e-16
5,10153.978717026132,0.3389399372746842,0.9878901128624396,55854369214423.73,46.752944227004264,1.3138566663094928e-16
6,10200.731661253136,2.4208363572788985,0.9878901128624396,65024738734643.98,46.752944227004264,8.060634202237136e-16
7,10247.48460548014,-2.3904197435723296,0.9878901128624396,86768078518983.64,46.752944227004264,-5.964809565620606e-16
8,10294.237549707144,0.8309421892947433,0.9878901128624396,117635324265685.16,46.752944227004264,1.5293801588341147e-16
9,10340.990493934149,8.880836337512216,0.9878901128624396,149328161133350.94,46.752944227004264,1.2876402545222074e-15
10,10387.743438161153,7.985714118295096,0.9878901128624396,179575045001795.72,46.752944227002445,9.628312346854743e-16
11,10434.496382388155,8.686805357413443,0.9878901128624396,221785375743331.56,46.752944227004264,8.480268057418852e-16
12,10481.24932661516,11.94586681859457,0.9878901128624396,304050573090338.5,46.752944227004264,8.506565256968151e-16
13,10528.002270842164,22.91931200318187,0.9878901128624396,428928958190831.0,46.752944227004264,1.156907415486223e-15
14,10574.755215069168,27.93103386531511,0.9878901128624396,571170488483545.8,46.752944227002445,1.0587749243812835e-15
15,10621.50815929617,36.214886949956814,0.9878901128624396,716428053171301.6,46.75294422700608,1.0944525724101097e-15
16,10668.261103523177,43.45512515663331,0.9878901128624396,895259689816677.2,46.752944227002445,1.0509314056317786e-15
17,10715.014047750179,57.54152299041078,0.9878901128624396,1210546785953645.8,46.752944227004264,1.029158272260146e-15
18,10761.766991977183,71.84282043742594,0.9878901128624396,1755757722184420.8,46.752944227002445,8.859336186388335e-16
19,10808.519936204186,105.74021953662823,0.9878901128624396,2495556915911446.0,46.752944227004264,9.173923710078904e-16
20,10855.27288043119,153.2553687438408,0.9878901128624396,3268321416757018.5,46.752944227004264,1.0152507834200145e-15
21,10902.025824658194,193.6778008415598,0.9878901128624396,3936901601499599.0,46.75294422700608,1.0651424189530746e-15
22,10948.7787688852,213.1823884005665,0.9878901128624396,4538563020785704.0,46.752944227004264,1.016986877179848e-15
23,10995.531713112205,235.44895523109346,0.9878901128624396,5220562452685500.0,46.75294422699881,9.764766616556264e-16
24,11042.284657339203,274.31825293287227,0.9878901128624396,6010050131928352.0,46.752944227004264,9.882322152557979e-16
25,11089.037601566208,320.86733307393007,0.9878901128624396,6767486925123523.0,46.752944227004264,1.0265508689286142e-15
26,11135.790545793212,357.36856236406055,0.9878901128624396,7328932596187034.0,46.75294422700608,1.0557425203421026e-15
27,11182.543490020218,373.68141486040884,0.9878901128624396,7678629726848489.0,46.752944227004264,1.0536592120038714e-15
28,11229.296434247222,383.99944812812146,0.9878901128624396,7896634281656808.0,46.752944227000626,1.0528608354744061e-15
29,11276.049378474223,386.3341355179472,0.9878901128624396,8065358048615917.0,46.752944227004264,1.037102847729682e-15
30,11322.802322701227,385.68460042604505,0.9883551092224171,8228825667106041.0,46.75294422700608,1.01431409395411e-15
31,11369.555266928233,389.6887159072231,0.988367076906945,8404500897319942.0,46.752944227004264,1.0034105584230343e-15
32,11416.308211155238,390.2239930981155,0.9883790445914731,8565465642380498.0,46.752944227004264,9.85894620432971e-16
33,11463.061155382242,398.44302575552456,0.9883910122760008,8688325416640268.0,46.752944227000626,9.924128926478956e-16
34,11509.814099609242,391.59378672875727,0.9884029799605291,8761174287089222.0,46.752944227004264,9.672315649974422e-16
35,11556.567043836247,385.4782928727758,0.988414947645057,8822968666822297.0,46.75294422700608,9.454464166242528e-16
36,11603.319988063253,387.33890457515844,0.9884269153295848,8924920188221307.0,46.752944227004264,9.391462972916513e-16
37,11650.072932290257,380.43503623595757,0.9884388830141129,9087345633086680.0,46.752944227004264,9.059092065664041e-16
38,11696.825876517261,385.2853561885216,0.9884508506986409,9296488573195986.0,46.752944227004264,8.968080915234155e-16
39,11743.578820744266,393.56951854722115,0.9884628183831687,9528570990585256.0,46.752944227000626,8.937671297110184e-16
40,11790.331764971266,397.6429134198535,0.9884747860676967,9752693848763376.0,46.75294422700608,8.822549314257934e-16
41,11837.084709198272,400.9819057677804,0.9884867537522246,9955734303651654.0,46.752944227004264,8.715085628688231e-16
42,11883.837653425277,397.33120709777,0.9884987214367525,1.0124462984133982e+16,46.752944227004264,8.491718764823097e-16
43,11930.59059765228,400.41757865494895,0.9885106891212805,1.0274675567898856e+16,46.752944227004264,8.432467622240648e-16
44,11977.343541879285,394.4890674629007,0.9885226568058085,1.0424518671611946e+16,46.752944227004264,8.188104324407417e-16
45,12024.09648610629,394.56100350002697,0.9885346244903366,1.0583103711898368e+16,46.752944227002445,8.066780808397858e-16
46,12070.849430333292,397.4729236851636,0.9885465921748644,1.0732393566256092e+16,46.752944227000626,8.013179114520054e-16
47,12117.602374560292,399.1133627180937,0.9885585598593924,1.0860223668168328e+16,46.7529442270079,7.951446341386597e-16
