,xyd,xydiff,xyoff,confile,beam,gfile,dfile,xyref
0,351.51599,0.0,0.0,/Users/kbhirombhakdi/_work/_calib_files/WFC3.IR.G141.cal.V4.32/G141.F140W.V4.32.conf,A,/Users/kbhirombhakdi/_work/_data/11552/G141_set/mastDownload/HST/iab904mgq/iab904mgq_flt.fits,/Users/kbhirombhakdi/_work/_data/11552/G141_set/mastDownload/HST/iab904meq/iab904meq_flt.fits,351.51599
1,545.3308,0.0,0.0,,,1.0,1.0,545.3308
